Title,Budget,Gross,IMDb Rating,Metascore,Reviews,Likes,Success/Flop
Primer,7000,545436,6.8,6.8,1895,16.481,Success
The Boss Baby,125000000,527965936,6.453,6.453,6573,15.192,Success
Surrogates,80000000,122444772,6.096,6.096,2863,16.623,Success
The Adjustment Bureau,50200000,127869379,6.728,6.728,4089,20.423,Success
The Wailing,10951000,49851770,7.329,7.329,1451,13.976,Success
Fire and Ice,1200000,760883,6.618,6.618,224,20.97,Flop
Samson and Delilah,3000000,11500000,6.6,6.6,180,21.719,Success
Weekend at Bernie's,6500000,30218387,6.392,6.392,887,16.718,Success
Billy Madison,10000000,26488734,6.212,6.212,1438,16.917,Success
Push,38000000,49678401,6.143,6.143,2050,16.968,Success
Curse of the Golden Flower,45000000,78568977,6.778,6.778,641,13.968,Success
A Night at the Roxbury,17000000,30331165,6.56,6.56,781,19.966,Success
Rage,15000000,2424381,5.269,5.269,670,19.469,Flop
Bullitt,5500000,42300873,7.148,7.148,942,19.466,Success
In Bruges,15000000,34533783,7.478,7.478,4532,18.866,Success
Animal Crackers,17000000,13285512,6.32,6.32,164,14.721,Flop
Insomnia,46000000,113714830,6.93,6.93,4139,18.564,Success
Hombre,5860000,12000000,7.092,7.092,179,22.987,Success
The Beach,40000000,144056873,6.462,6.462,3951,17.563,Success
King Ralph,23000000,52487045,5.38,5.38,263,21.962,Success
Patriots Day,45000000,50548152,7.039,7.039,2348,19.117,Success
A Room with a View,3000000,20966644,7.039,7.039,647,19.209,Success
Mommy,4900000,3494070,8.265,8.265,2494,17.463,Flop
Disclosure,55000000,214015089,6.2,6.2,1034,14.458,Success
Widows,42000000,73866088,6.487,6.487,2104,15.567,Success
Paranormal Activity: The Ghost Dimension,10000000,78903124,5.282,5.282,1257,18.212,Success
Easy Rider,400000,60000000,7.082,7.082,1747,22.925,Success
Outcast,25000000,5148503,5.099,5.099,423,21.994,Flop
Climax,2940457,1088907,7.1,7.1,1807,19.165,Flop
Beastly,17000000,43202283,6.325,6.325,2612,16.708,Success
The Muppets Take Manhattan,8000000,25500000,6.486,6.486,317,13.454,Success
The Jewel of the Nile,25000000,96773200,6.206,6.206,993,22.9,Success
Iron Sky,7500000,10109659,5.699,5.699,1432,18.156,Success
Convoy,12000000,45000000,6.301,6.301,304,19.402,Success
Forbidden Empire,26000000,34592118,5.854,5.854,253,15.205,Success
Ghosts of Girlfriends Past,37500000,102223269,5.959,5.959,2123,18.652,Success
The Watch,68000000,68267862,5.564,5.564,2095,21.403,Success
U-571,62000000,127666415,6.458,6.458,1057,13.451,Success
P.S. I Love You,30000000,156835339,7.194,7.194,3070,15.952,Success
Cat's Eye,7000000,13100000,6.7,6.7,545,16.7,Success
Monster's Ball,4000000,44909486,6.8,6.8,848,15.701,Success
Non-Stop,50000000,222809600,6.813,6.813,4887,20.654,Success
Babel,25000000,135330182,7.179,7.179,3335,22.855,Success
Spy Game,115000000,143049560,6.926,6.926,1824,14.899,Success
The Legend of 1900,9000000,21057208,8.279,8.279,2040,18.599,Success
Risen,20000000,46069568,6.161,6.161,745,19.953,Success
Clear and Present Danger,62000000,215887717,6.612,6.612,1283,19.997,Success
House of Flying Daggers,15000000,92863945,7.278,7.278,1416,17.947,Success
Burlesque,55000000,89519773,7.19,7.19,2074,15.949,Success
Little,20000000,17399000,6.869,6.869,648,14.956,Flop
Midnight in Paris,17000000,151119219,7.539,7.539,6708,22.812,Success
Nick and Norah's Infinite Playlist,9000000,33556631,6.458,6.458,1086,17.446,Success
King Kong Lives,10000000,4711220,5.194,5.194,173,18.944,Flop
"Planes, Trains and Automobiles",15000000,49500000,7.2,7.2,1641,14.693,Success
Conquest of the Planet of the Apes,1700000,9700000,6.14,6.14,783,15.442,Success
White Boy Rick,29000000,26000000,6.342,6.342,935,19.951,Flop
Brüno,42000000,138805831,5.603,5.603,1511,19.543,Success
A Most Violent Year,20000000,12007070,6.603,6.603,1283,14.274,Flop
The House Bunny,25000000,70442940,5.65,5.65,1745,22.779,Success
Pale Rider,6900000,41410568,7.175,7.175,907,15.889,Success
Boogie Nights,15000000,43101594,7.639,7.639,2775,20.39,Success
Dogma,10000000,31429330,6.9,6.9,2224,21.94,Success
Secretariat,35000000,60321861,7.383,7.383,511,17.441,Success
Collide,21500000,6817535,5.533,5.533,526,15.444,Flop
Smokin' Aces,17000000,57103895,6.5,6.5,1444,16.19,Success
Death Note: The Last Name,17000000,47919757,6.937,6.937,410,22.188,Success
The Darjeeling Limited,16000000,24377151,7.166,7.166,3152,16.237,Success
The English Patient,27000000,231976425,7.178,7.178,1877,18.136,Success
Pet Sematary,21000000,113118226,5.73,5.73,2910,22.596,Success
The Informer,60000000,2927708,6.511,6.511,700,22.726,Flop
Cloud Atlas,102000000,130482868,6.876,6.876,6558,22.722,Success
Lethal Weapon 3,35000000,321731527,6.694,6.694,2563,19.285,Success
Return to Never Land,20000000,109862682,6.487,6.487,2178,19.935,Success
The Stepfather,20000000,31198531,5.82,5.82,779,13.436,Success
Johnny English Reborn,45000000,160078586,6.2,6.2,2973,22.705,Success
Ip Man 4: The Finale,52000000,176345966,7.241,7.241,1714,20.179,Success
Thirst,5000000,13085023,7.066,7.066,786,13.184,Success
Ransom,80000000,309492681,6.649,6.649,1621,14.681,Success
Funny People,75000000,71585235,5.863,5.863,1143,19.381,Flop
Fast Times at Ridgemont High,4500000,27092880,6.807,6.807,1069,15.129,Success
Closer,27000000,115505027,6.832,6.832,3021,22.666,Success
Uptown Girls,20000000,44617342,6.616,6.616,713,13.679,Success
Inspector Gadget,75000000,134400000,4.441,4.441,1067,22.179,Success
A History of Violence,32000000,60740827,7.176,7.176,2828,17.928,Success
On the Basis of Sex,20000000,38673750,7.419,7.419,919,19.685,Success
Punch-Drunk Love,25000000,24665649,7.139,7.139,2008,16.426,Flop
The Quick and the Dead,35000000,47000000,6.514,6.514,1496,22.624,Success
Barbershop,12000000,77063924,6.4,6.4,400,19.425,Success
The Grudge,10000000,42800000,5.5,5.5,1061,19.188,Success
Kiss of the Dragon,25000000,64437847,6.819,6.819,1031,22.623,Success
Coneheads,33000000,21274717,5.336,5.336,803,21.373,Flop
City Under Siege,17000000,13851432,4.918,4.918,49,14.895,Flop
Femme Fatale,35000000,16830252,6.2,6.2,510,16.143,Flop
Endless Love,20000000,34077920,6.901,6.901,1582,16.175,Success
Battle for the Planet of the Apes,1700000,8844595,5.717,5.717,772,14.171,Success
Colonia,14000000,3621046,7.289,7.289,1779,14.926,Flop
Pooh's Heffalump Movie,20000000,52900000,6.805,6.805,390,21.671,Success
Exorcist: The Beginning,80000000,78000586,5.403,5.403,677,17.269,Flop
The Ides of March,12500000,76338111,6.673,6.673,2211,22.583,Success
90 Minutes in Heaven,5000000,4842699,6.089,6.089,135,20.674,Flop
Wall Street: Money Never Sleeps,70000000,134748021,6.1,6.1,1359,21.921,Success
Maid in Manhattan,55000000,154906693,6.1,6.1,1714,21.119,Success
Wolf,70000000,131002597,6.086,6.086,785,15.917,Success
Deliverance,2000000,46122355,7.32,7.32,1367,18.167,Success
Donnie Brasco,35000000,124909762,7.534,7.534,3933,22.557,Success
Freaky,5000000,15104310,6.597,6.597,1335,21.186,Success
Dead Calm,10400000,7825000,6.553,6.553,628,13.866,Flop
Happiness,3000000,2807390,7.487,7.487,686,18.166,Flop
Children of the Corn II: The Final Sacrifice,900000,6980986,4.749,4.749,191,14.415,Success
The Virgin Suicides,6000000,10409377,7.095,7.095,2770,20.865,Success
Cube,350000,8969065,6.794,6.794,4214,22.534,Success
The Tree of Life,32000000,54674226,6.731,6.731,2785,18.367,Success
Pay It Forward,40000000,55707411,7.308,7.308,1597,22.519,Success
Traffik,4000000,5132274,6.174,6.174,406,14.921,Success
She's the Man,20000000,33889159,6.783,6.783,2701,22.509,Success
Jackass Presents: Bad Grandpa,15000000,151831537,6.098,6.098,1421,15.165,Success
Brahms: The Boy II,10000000,20311536,5.999,5.999,1113,17.176,Success
Charade,4000000,13475000,7.692,7.692,1187,15.362,Success
The Secret of My Success,12000000,110996879,6.454,6.454,542,18.911,Success
Gandhi,22000000,77737889,7.543,7.543,2061,13.559,Success
Starsky & Hutch,60000000,170268750,5.799,5.799,2053,14.91,Success
Vixen!,73000,8000000,5.295,5.295,66,22.48,Success
Beethoven's 2nd,15000000,118243066,5.516,5.516,870,15.158,Success
Downfall,18339750,92181574,7.845,7.845,3368,22.477,Success
Miami Vice,135000000,163794509,5.982,5.982,1542,18.16,Success
Seeking a Friend for the End of the World,10000000,9636289,6.553,6.553,1851,14.161,Flop
The Final Countdown,12000000,16647800,6.602,6.602,504,22.407,Success
Johnny English Strikes Again,25000000,158972499,6.263,6.263,2214,21.417,Success
Solomon and Sheba,5000000,12200000,6.4,6.4,80,19.807,Success
Falling Down,25000000,40903593,7.365,7.365,3208,18.105,Success
Mickey's Christmas Carol,3000000,21000000,7.6,7.6,785,16.024,Success
Wedding Crashers,40000000,288485135,6.5,6.5,3977,21.055,Success
The Haunting,80000000,91188905,5.442,5.442,1215,17.154,Success
Black Knight,50000000,33422806,5.383,5.383,1005,17.354,Flop
Safe House,85000000,208076205,6.444,6.444,3226,15.705,Success
Escape from Planet Earth,40000000,74597643,5.749,5.749,680,15.656,Success
Reminiscence,68000000,18717947,6.705,6.705,1498,19.38,Flop
Jimmy Neutron: Boy Genius,25000000,80936232,5.918,5.918,785,20.403,Success
Christopher Robin,75000000,99138899,7.3,7.3,2481,17.41,Success
Paper Towns,12000000,85512300,6.1,6.1,4844,12.906,Success
Looney Tunes: Back in Action,80000000,68514844,6.4,6.4,1362,22.404,Flop
The Machinist,5000000,8203235,7.522,7.522,4940,18.301,Success
Big Fish & Begonia,4531653,84552250,7.421,7.421,403,12.405,Success
Sleep Tight,5000000,8791590,7.067,7.067,940,13.151,Success
Every Which Way but Loose,5000000,85196485,6.165,6.165,393,22.364,Success
"The Cook, the Thief, His Wife & Her Lover",2300000,7724701,7.363,7.363,519,16.145,Success
Killer Elite,66000000,57777106,6.263,6.263,1903,16.848,Flop
Moonstruck,15000000,80640528,6.839,6.839,771,16.645,Success
The Trial of the Chicago 7,35000000,107423,7.73,7.73,2696,18.462,Flop
Beautiful Creatures,60000000,60052138,5.999,5.999,2678,16.148,Success
Valentine's Day,52000000,216485654,5.902,5.902,2836,22.341,Success
What Lies Beneath,100000000,291420351,6.409,6.409,1601,17.645,Success
High Plains Drifter,5500000,15700000,7.412,7.412,982,16.793,Success
Tinker Tailor Soldier Spy,30000000,80630608,6.62,6.62,2332,15.846,Success
Harold & Kumar Go to White Castle,9000000,23936908,6.516,6.516,1827,16.393,Success
The Green Knight,15000000,18888418,6.578,6.578,1528,16.118,Success
Double Indemnity,927262,2500000,8.14,8.14,1552,20.392,Success
The Rescuers,1200000,71215869,6.755,6.755,2251,18.641,Success
Billy Elliot,5000000,109280263,7.588,7.588,3499,20.992,Success
Oliver Twist,50000000,42580321,6.7,6.7,1075,19.642,Flop
Sympathy for Mr. Vengeance,4000000,1954937,7.5,7.5,1220,20.64,Flop
Dogville,10000000,16680836,7.787,7.787,2138,17.59,Success
Recess: School's Out,10000000,44460850,6.557,6.557,300,15.14,Success
The Secret in Their Eyes,2000000,33965843,7.995,7.995,2233,20.84,Success
In the Line of Fire,40000000,176997168,6.966,6.966,1346,21.538,Success
Second Act,16000000,72282227,6.388,6.388,1096,15.898,Success
This Is 40,35000000,88215156,5.849,5.849,1973,21.092,Success
Innerspace,27000000,25893810,6.828,6.828,1091,22.277,Flop
Lady in the Water,70000000,72785169,5.556,5.556,1224,13.638,Success
Leprechaun 2,2000000,2260622,5.528,5.528,267,17.586,Success
God's Not Dead,17000000,29789000,6.1,6.1,813,18.84,Success
The Eagle,25000000,27122040,6.218,6.218,1160,12.137,Success
Big Game,8500000,7500000,5.475,5.475,1047,16.839,Flop
Drillbit Taylor,40000000,32853640,5.76,5.76,906,20.635,Flop
In the Mouth of Madness,8000000,8946600,7.225,7.225,1413,17.083,Success
"Dude, Where's My Car?",13000000,73180723,5.535,5.535,1655,22.232,Success
Do the Right Thing,6500000,37300000,7.76,7.76,1512,16.432,Success
Isle of Dogs,62770198,64337744,7.864,7.864,4297,17.341,Success
Turbo: A Power Rangers Movie,10000000,9679739,5.8,5.8,248,17.132,Flop
West Side Story,100000000,74530532,7.058,7.058,1266,22.215,Flop
Gangster Squad,60000000,105200903,6.355,6.355,3742,17.784,Success
Dragon: The Bruce Lee Story,14000000,63513743,6.931,6.931,627,22.129,Success
Dragon Blade,65000000,121545703,6.369,6.369,501,17.633,Success
The Core,60000000,74208267,5.758,5.758,1618,20.129,Success
An American Werewolf in Paris,22000000,26570463,5.958,5.958,591,16.629,Success
[REC]⁴ Apocalypse,3000000,4915757,5.552,5.552,1008,22.184,Success
I Am Sam,22000000,92542418,7.566,7.566,2052,22.177,Success
Over the Top,25000000,16057580,6.364,6.364,1459,22.175,Flop
Jersey Girl,35000000,35492921,6.1,6.1,917,14.377,Success
Heartbreak Ridge,15000000,42724017,6.873,6.873,888,20.024,Success
Frankenstein,291000,12000000,7.512,7.512,1340,16.624,Success
"I, Frankenstein",65000000,76801179,5.277,5.277,1708,19.877,Success
The Long Goodbye,1700000,959000,7.46,7.46,502,12.122,Flop
Earth Girls Are Easy,10000000,3916303,5.666,5.666,317,12.322,Flop
Date Night,55000000,152263880,6.07,6.07,2585,14.625,Success
Dark Waters,20000000,13601384,7.541,7.541,1809,18.882,Flop
Unleashed,45000000,50871113,6.907,6.907,1801,20.37,Success
Night of the Living Dead,4200000,5835247,6.84,6.84,731,22.11,Success
Momentum,20000000,133332,5.682,5.682,479,14.124,Flop
Howards End,8000000,26126837,7.043,7.043,442,22.107,Success
Friday After Next,20000000,33526835,6.264,6.264,348,16.618,Success
Road Trip,16000000,119754278,6.156,6.156,1699,18.568,Success
Mary Queen of Scots,25000000,37807625,6.588,6.588,1652,18.626,Success
Queen of the Damned,35000000,45479110,6.074,6.074,918,18.567,Success
Resident Evil: Apocalypse,45000000,129394835,6.346,6.346,3857,21.258,Success
The Talented Mr. Ripley,40000000,128798265,7.178,7.178,3134,17.066,Success
Che: Part Two,40000000,8638163,6.693,6.693,552,12.067,Flop
Green Zone,100000000,94882889,6.5,6.5,1978,16.618,Flop
Payback,90000000,161626121,6.83,6.83,1576,18.516,Success
Kiss of Death,40000000,14942422,5.607,5.607,270,12.314,Flop
Hair,11000000,15313606,7.3,7.3,571,18.864,Success
Blindness,25000000,19844979,6.531,6.531,1143,14.816,Flop
Carol,11800000,40272135,7.488,7.488,3358,14.62,Success
The Tuxedo,60000000,104391623,5.707,5.707,1716,20.565,Success
16 Blocks,55000000,65664721,6.427,6.427,1745,18.265,Success
Shanghai Noon,55000000,99274467,6.409,6.409,2242,17.563,Success
Capernaum,4000000,64978931,8.17,8.17,1483,16.57,Success
Sunshine,50000000,34806812,6.956,6.956,3295,17.962,Flop
Gettysburg,25000000,12700000,6.89,6.89,258,15.86,Flop
A Streetcar Named Desire,1800000,8000000,7.7,7.7,1201,22.019,Success
Jackass: The Movie,5000000,64282312,6.287,6.287,1389,14.009,Success
Daddy Day Care,60000000,164433867,5.901,5.901,1921,22.009,Success
Another Egg and Chicken Movie,1900000,8600000,7.654,7.654,159,16.609,Success
Sling Blade,1200000,34100000,7.556,7.556,675,13.805,Success
Wall Street,15000000,43848069,7.183,7.183,1794,17.304,Success
Vampires Suck,20000000,80547866,4.221,4.221,1111,16.857,Success
Starman,22000000,28744356,6.903,6.903,729,11.103,Success
A Simple Favor,20000000,97644617,6.635,6.635,3800,14.613,Success
Love,3000000,249083,6.443,6.443,2155,15.001,Flop
The Man with the Iron Fists,15000000,20546518,5.521,5.521,1024,16.603,Success
Angel Heart,17000000,17186348,7.124,7.124,1298,21.923,Success
Cursed,35000000,19294901,5.456,5.456,620,21.85,Flop
Searching,1000000,75462037,7.61,7.61,3485,21.917,Success
Dazed and Confused,69000000,7993039,7.345,7.345,1782,21.916,Flop
Welcome to the Sticks,11000000,245144417,6.671,6.671,2241,12.35,Success
Urban Legends: Final Cut,14000000,38574362,4.8,4.8,414,19.099,Success
The Idiots,2500000,7235,6.466,6.466,460,16.098,Flop
The French Connection,1800000,41158757,7.5,7.5,1550,15.647,Success
Happy Together,125000,5000000,7.633,7.633,561,18.848,Success
Double Jeopardy,70000000,177841558,6.5,6.5,1117,21.892,Success
Executive Decision,55000000,121969216,6.249,6.249,788,16.595,Success
The House of the Spirits,25000000,6265311,6.88,6.88,615,20.094,Flop
The Hurricane,50000000,73956241,7.432,7.432,1235,14.043,Success
Two Weeks Notice,60000000,199043242,6.353,6.353,1854,14.092,Success
The Good Lie,20000000,3396345,7.381,7.381,445,9.364,Flop
Sense and Sensibility,16000000,134582776,7.5,7.5,1485,18.091,Success
How Do You Know,120000000,48668907,5.291,5.291,862,17.343,Flop
Shanghai Knights,50000000,88323487,6.129,6.129,2020,18.541,Success
Absolute Power,50000000,50068310,6.647,6.647,923,18.541,Success
Color Out of Space,6000000,1023510,6.033,6.033,1211,17.853,Flop
Ghost Dog: The Way of the Samurai,2000000,9400000,7.34,7.34,1005,16.291,Success
mid90s,258158,6897446,7.489,7.489,1369,18.6,Success
To Catch a Thief,2500000,8750000,7.337,7.337,1312,15.24,Success
A Christmas Story,3300000,20653717,7.296,7.296,1092,14.337,Success
Earthquake,7000000,79666653,6.149,6.149,279,16.587,Success
Cujo,5000000,21200000,6.093,6.093,856,21.811,Success
Harley Davidson and the Marlboro Man,23000000,7434726,6.347,6.347,346,19.087,Flop
The Man Who Shot Liberty Valance,3200000,8000000,7.807,7.807,957,19.986,Success
Dumbo,170000000,353284621,6.652,6.652,4018,20.096,Success
A Fish Called Wanda,7500000,62493712,7.202,7.202,1877,18.835,Success
30 Minutes or Less,28000000,40547440,5.744,5.744,1534,21.037,Success
The Life of David Gale,50000000,38955598,7.424,7.424,1809,18.535,Flop
Operation Red Sea,70000000,579220560,7.147,7.147,224,19.093,Success
Halloween: The Curse of Michael Myers,5000000,15116634,5.172,5.172,938,19.584,Success
The Forgotten,42000000,117592831,5.923,5.923,1013,20.785,Success
The Last Boy Scout,29000000,59509925,6.774,6.774,1620,21.483,Success
Chalet Girl,8000000,1749457,6.408,6.408,592,11.836,Flop
The Hand that Rocks the Cradle,11700000,88036683,6.9,6.9,783,14.833,Success
Transcendence,100000000,103039258,6.023,6.023,5026,21.086,Success
The Black Cauldron,25000000,21288692,6.457,6.457,1093,21.757,Flop
Rebel Without a Cause,1500000,4500000,7.56,7.56,1415,21.757,Success
50/50,8000000,39187783,7.157,7.157,3422,13.784,Success
A Frozen Flower,10000000,18980744,6.939,6.939,114,15.782,Success
New Year's Eve,56000000,142044638,5.9,5.9,1972,21.746,Success
RRRrrrr!!!,17820000,14054361,6.328,6.328,1062,19.231,Flop
The Admiral: Roaring Currents,9500000,112156811,7.063,7.063,246,11.335,Success
Bill & Ted's Excellent Adventure,10000000,40485039,6.846,6.846,1581,17.579,Success
The Doors,38000000,34416893,7.1,7.1,1226,16.779,Flop
The Bridges of Madison County,24000000,182016617,7.69,7.69,1875,19.129,Success
Bait,30000000,32500000,5.673,5.673,677,21.727,Success
Behind Enemy Lines,40000000,91753202,6.287,6.287,1260,17.679,Success
Creepshow,8000000,21028755,6.937,6.937,860,12.077,Success
Lincoln,65000000,275293450,6.865,6.865,3447,14.531,Success
Patton,12000000,89800000,7.5,7.5,935,15.509,Success
